Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Nerub'enkan,"Nerub'enkan was a fearsome warrior during the War of the Spider. Ultimately, she succumbed to her wounds and was raised into undeath as an obedient minion of the Scourge. Now the nerubian guards a ziggurat in Stratholme as fiercely as she defended her home in life.",0.572404,0.461065,452,236,0,9,4845,318,0,0,-1
Maleki the Pallid,"Maleki was among the first to join the Cult of the Damned, showing tremendous aptitude in harnessing the chill of the grave. Driven by an insatiable desire for power, the mage fervently hones his skills in dark magic to prepare for when he will be remade as a lich.",0.674864,0.227459,453,236,0,10,4851,318,0,0,-1
Magistrate Barthilas,Barthilas was among those innocents purged by Arthas and his forces during the Culling of Stratholme. The Lich King eventually raised the former magistrate from the grave and commanded the hulking undead monstrosity to guard his ruined home.,0.56694,0.161885,454,236,0,11,4855,318,0,0,-1
Ramstein the Gorger,"Ramstein is one of the Scourge's most infamous abominations, a horror stitched together from numerous corpses and empowered by a ceaseless hunger. This monster committed unspeakable atrocities on countless innocent souls when Scourge forces overran Stratholme.",0.456284,0.198771,455,236,0,12,4859,318,0,0,-1
Lord Aurius Rivendare,"Aurius's fall from grace was precipitous. Failing to exact retribution from his corrupted father, Baron Rivendare, the former paladin was not granted peace in death. He was tragically reforged into an instrument of the Scourge, the evil he had once sworn to defeat.",0.386612,0.20082,456,236,0,13,4862,318,0,0,-1
Avatar of Hakkar,"Hakkar was notorious for demanding sacrifices from his followers. Many millennia ago, he instructed the Atal'ai to bring forth his avatar, using blood ritually drained from living victims to feed him. The Atal'ai priests now seek to raise Hakkar's avatar with a modified version of this ritual, one that involves sacrificing green dragons. If the Atal'ai succeed, the re-emergence of Hakkar's avatar could spell doom for Azeroth.",0.243169,0.459016,457,237,0,1,4903,220,0,0,-1
Jammal'an the Prophet,"Jammal'an is the current leader of the Atal'ai, the extremist sect of priests who fanatically worship Hakkar. While in deep meditation, Jammal'an received instructions on how to resurrect Hakkar by using the blood of his draconic foes, the green dragonflight. Jammal'an and his undead bodyguard Ogom the Wretched stand ready to oppose any who would prevent Hakkar's return, though the prophet's actions may unleash upon Azeroth an even more terrible force: the Emerald Nightmare.",0.760929,0.459016,458,237,0,2,4934,220,0,0,-1
Wardens of the Dream,"Four promising young drakes accompanied Eranikus into the Temple of Atal'Hakkar, eager to prove themselves by serving a great and powerful wyrm. One by one, they were captured and tainted by the Emerald Nightmare, and they now wander the halls of the Sunken Temple, lashing out at all who intrude upon their waking dream.",0.499151,0.870309,459,237,0,3,6114,220,0,0,-1
Shade of Eranikus,"Eranikus, former consort to Ysera the Dreamer, was sent to guard the ruins of Atal'Hakkar and prevent Hakkar's emergence. Once within the temple, he and his retinue were corrupted by its dark forces, and he became a shade, pulled between the realms of the Emerald Dream and the physical plane. Despite his corruption, Eranikus may still call upon his powers as a green dragon to spew corrosive acid at his enemies or trap them in a deep slumber.",0.670765,0.877049,463,237,0,7,4950,220,0,0,-1
Hogger,"Convict #SC55: Hogger 

Charges: Too many to list here 

Imprisoning the Riverpaw leader has come at a high cost, including the partial blinding of the warden. Fearing that Hogger might escape, Thelwater has authorized the gnoll's termination with extreme prejudice.",0.218579,0.262295,464,238,0,1,4811,225,0,0,-1
Lord Overheat,"Convict #NA: Lord Overheat 

Charges: Homicide (multiple counts) 

The natural disasters wrought by the Cataclysm caused elementals to erupt into the prison complex, slaughtering half of the inmates upon arrival. Removing these incensed threats is imperative to restoring order to the stockade.",0.784153,0.452869,465,238,0,2,4814,225,0,0,-1
Randolph Moloch,"Convict #AC317: Randolph Moloch 

Charges: Embezzlement, fraud, theft, and homicide 

Moloch has been identified as the ringleader of the prison revolt. Given his connections to the House of Nobles, however, the use of lethal force to subdue this convict is not authorized.",0.497268,0.221312,466,238,0,3,4817,225,0,0,-1
Revelosh,"Some luminaries in Ironforge's prestigious Explorers' League have theorized an ancestral link between their people and the troggs, and pointed towards the troggs' hoarding of titan artifacts as a reflection of the dwarves' own reverence for such wondrous devices. If that is true, the trogg known as Revelosh can be considered the trogg equivalent of an archaeologist, although any historically minded adventurers who encounter him would be more inclined to call him a thief.",0.534153,0.72541,467,239,0,1,4820,230,0,0,-1
The Lost Dwarves,"Seeking fame and, more importantly, fortune, the three brothers Eric, Olaf, and Baelog took on a contract from the Explorers' League to delve deep into the halls of Uldaman and clear a path for a group of researchers. For these three dwarves, however, ""clearing a path"" unfortunately entailed ""getting hopelessly lost in an ancient labyrinth."" Proud dwarves to the end, they fight to prevent the secrets of Uldaman and the Explorers' League from falling into the hands of the Horde.",0.584699,0.920082,468,239,0,2,4869,230,0,8,-1
Ironaya,"The titans did not construct the Uldaman complex directly, but utilized various servants to create its megalithic halls. The Pantheon entrusted the watcher Ironaya with overseeing the construction and maintenance of Uldaman, but as time passed, the once awe-inspiring vault fell to ruin. Within the map chamber, Ironaya has spent millennia in a form of stasis, analyzing the original master plan drawn up by Khaz'goroth and attempting to find a way to restore the complex to its original functionality.",0.372951,0.739754,469,239,0,3,4876,230,0,0,-1
Ancient Stone Keeper,"One of many golems that staffed and operated the great titan vault, the Ancient Stone Keeper was part of a small group that served as an intermediary between the watchers left in control of the facility and their many servants. With the corruption of the Obsidian Sentinel, the Ancient Stone Keeper is the last of its kind, performing its duty by protecting the secrets of the titans as best it can until its inevitable shutdown.",0.47541,0.440574,470,239,0,5,4879,230,0,0,-1
Galgann Firehammer,"Reacting to the discovery of Uldaman by Bronzebeard dwarves, the Dark Iron clan mounted an invasion of the vault to stop their ancestral foes from accessing the powerful artifacts within. Galgann Firehammer, a senator from Shadowforge City, was sent to oversee the continued excavation of Uldaman so that the emperor may harness the artifacts' destructive potential against the Dark Irons' enemies.",0.26776,0.327869,471,239,0,6,4880,230,0,0,-1
Grimlok,"In trogg society, the biggest, strongest, and most vicious trogg often becomes chieftain through displays of power. Grimlok is a comparative genius in that he has maintained control of the Stonevault troggs through intimidation and what might be considered crude psychological warfare. Having trained a deadly basilisk, Grimlok uses the threat of petrification by his beast to keep any would-be usurpers in line.",0.219945,0.256148,472,239,0,7,4886,230,0,0,-1
Archaedas,"Deep within Uldaman is a chamber containing one of the greatest treasures of the titans, created by Norgannon himself. However, thus far no explorers have managed to gain access to the relic, for any attempt at doing so activates the great watcher Archaedas, an immense guardian who easily dispatches treasure seekers through his powerful attacks and a veritable army of servants. Crafted from some of the oldest, strongest stone taken from Uldaman's depths, Archaedas is a foe as formidable as he is ancient.",0.553279,0.504098,473,239,0,8,4894,231,0,0,-1
Lady Anacondra,"Scarletleaf was the first to volunteer for Naralex's self-appointed mission to the Barrens. After her master's nightmare shattered her mind, the young acolyte cast aside her name, now envisioning a sinister reptilian future for Azeroth.",0.306011,0.430328,474,240,0,1,4954,279,0,0,-1
Lord Cobrahn,"Jarlaxla's skill at harnessing animal forms earned him renown among the druids of the Cenarion Circle. However, the Wailing Caverns' corruption twisted his unique abilities. Now, Jarlaxla has perfected a deadly serpentine form, renaming himself Cobrahn to reflect his vicious newfound power.",0.166667,0.567623,475,240,0,3,4958,279,0,0,-1
Lord Pythas,"A childhood friend of Naralex, the warrior Aryn was a quick study in druidism. Despite his training, the acolyte was defenseless against the corruption that would strip away his sanity. Aryn has taken on the name Pythas, combining his impressive melee prowess with his druidic arsenal to vanquish intruders.",0.191257,0.395492,476,240,0,2,4965,279,0,0,-1
Kresh,"An ancient resident of the Wailing Caverns, this giant turtle wanders the underground caves, his resilient mind unaffected by Naralex's relentless nightmares. Don't be fooled by his happy disposition; Kresh has thwarted many adventurers who longed to steal his massive shell.",0.385246,0.360656,477,240,0,4,4969,279,0,0,-1
Skum,"Skum first journeyed to the Wailing Caverns for relief from the Barrens' hostile environment. Like many of the caves' other inhabitants, he quickly succumbed to corruption. His veins now pulse with dark energies that have transformed him into a mighty and ruthless beast beyond redemption.",0.622951,0.743853,478,240,0,5,4970,279,0,0,-1
Lord Serpentis,"The Druids of the Fang's leader was once Naralex's finest student. His tragic downfall stemmed from his desire to become a shan'do, or ""honored teacher,"" like Naralex. As insanity took root, Serpentis rallied his brethren to his side and formed the Druids of the Fang.",0.61612,0.538935,479,240,0,6,4971,279,0,0,-1
Verdan the Everliving,"Little is known about this creature prior to Naralex's arrival at the Wailing Caverns. Thought to be the caves' original guardian, Verdan the Everliving could not escape the corruption that befell its home. Verdan is allied with the insane druids and maintains its vigil against those who trespass into its domain.",0.554645,0.465164,480,240,0,7,4974,279,0,0,-1
Mutanus the Devourer,"From the darkest corners of Naralex's twisted mind, the corruption plaguing the Emerald Dream has manifested in the form of the druid's worst enemy: murlocs. The aberration known as Mutanus has come to the waking world to devour any who seek to liberate Naralex from the Nightmare's clutches.",0.345628,0.137295,481,240,0,8,4975,279,0,0,-1
Hydromancer Velratha,"Unlike most of the Sandfury trolls, Hydromancer Velratha has traveled the world, collecting knowledge and artifacts to help her command Zul'Farrak's sacred waters. Although the hydromancer's actions have earned her many enemies abroad, she sees the incredible power at her command as justification for her past misdeeds.",0.336212,0.44841,482,241,0,1,4978,219,0,0,-1
Gahz'rilla,"Legend has it that Gahz'rilla was an adored pet of the Old Gods, or even a demigod in her own right. Whatever the truth is, the Sandfury trolls have worshiped this monstrous hydra for thousands of years. Ever wary of the beast's icy wrath, the trolls will only rouse Gahz'rilla when they have plentiful sacrifices to sate the ravenous creature's appetite.",0.280942,0.382783,483,241,0,2,4981,219,0,0,-1
Antu'sul,"Antu'sul prefers his sul'lithuz basilisks strong and ruthless. He treats these scaled beasts like family, and he is known to strike down anyone--even fellow trolls--who harm his precious children. Rather than give his opponents a proper burial, Antu'sul allows the basilisks to feast on whoever dares cross him.",0.646175,0.276639,484,241,0,3,4986,219,0,0,-1
Theka the Martyr,"Long ago, the martyr Theka was slain in the brutal war between the qiraji and the trolls. Zul'Farrak still stands because of his brave sacrifice. Even in death he maintains a vigil over his beloved city, and it is said that the dozens of insectoid warriors who killed him were cursed to live as mindless scarabs, scuttling at the martyr's side.",0.531421,0.262295,485,241,0,4,5005,219,0,0,-1
Witch Doctor Zum'rah,"The powerful loa Bwonsamdi watches over the spirits of the Darkspear trolls, but many of the Sandfury tribe's fallen members are offered no such protection after death. These tortured spirits obey Zum'rah, a cruel witch doctor who uses his dark magic to force the city's dead into unending service.",0.442623,0.17623,486,241,0,5,5011,219,0,0,-1
Nekrum & Sezz'ziz,"Nekrum Gutchewer has mysteriously lived well past his natural life, but his decaying body remains strong enough to aid Sezz'ziz. Together, these two trolls have gathered sacrifices to the mythic beast Gahz'rilla, who slumbers at the city's heart. Many troll followers eagerly await the terrifying creature's awakening, and they will do anything to see the ritual through.",0.296448,0.17418,487,241,0,6,5019,219,0,0,-1
Chief Ukorz Sandscalp,"Chief Ukorz Sandscalp is obsessed with restoring his tribe to its former glory. He was raised on stories of a time when trolls lorded over their ancient lands without interference from goblins, gnomes, pirates, ogres, and other foreign interlopers. Sandscalp has called on his trusted comrade Ruuzlu to help him begin a new chapter in Sandfury history in the only way their tribe knows how: with swift and blinding violence.",0.422131,0.329918,489,241,0,8,5025,219,0,0,-1
Shirrak the Dead Watcher,"Shirrak was constructed by Exarch Maladaar to guard over the fallen draenei spirits who wander the Auchenai Crypts. A necrotic mass of eyes, teeth, and tentacles, this undead construct absorbs arcane energy with hungry abandon, and will not suffer the living to pass.",0.463115,0.680327,523,247,0,1,5038,257,0,0,-1
Exarch Maladaar,"The sole living remnant of the glory that once strode the halls of Auchenai, Maladaar has been driven mad by the loss of everyone and everything he ever loved. His lunatic dedication to the preservation of their memory has driven him to a mastery of the dark arts.",0.739071,0.508196,524,247,0,2,5042,257,0,0,-1
Watchkeeper Gargolmar,"Reviled amongst the denizens of Outland, Gargolmar is known to eat the hearts of those he catches near the Hellfire Citadel whether they were trying to enter or not. Charged by Kargath Bladefist himself with the defense of the ramparts, Watchkeeper Gargolmar is unflinching in his duty.",0.729508,0.313525,527,248,0,1,5049,347,0,0,-1
Omor the Unscarred,"Omor the Unscarred was a disciple of Hakkar the Houndmaster, and took charge of the legendary warrior's remaining felhounds  after his master's defeat during the War of the Ancients. Since that time, Omor has never been defeated in single combat.  The venerable demon is Illidan's envoy to the fel orcs of Hellfire Citadel.",0.39071,0.204918,528,248,0,2,5057,347,0,0,-1
Vazruden the Herald,"Vazruden guards the vital line of supplies, messages, and forces flowing between Hellfire Citidel and the Black Temple.  Astride his magnificent nether drake Nazan, Vazruden presents an unstoppable aerial force of fire, claws, and shrieking terror.",0.355191,0.827869,529,248,0,3,5064,347,0,0,-1
Selin Fireheart,"Once a respected captain of Kael'Thas Sunstrider's personal guard, Selin Fireheart has maintained an unswervingly fierce loyalty to his lord while losing his sanity. Selin has been seduced by the demonic energies of the crystals which surround his chamber, and cannot stop from reveling in their vile power. He will slay any who dare approach the Magister's Terrace and will drink the magic, life, and blood from their dead bodies.",0.424864,0.223361,530,249,0,1,5078,349,0,0,-1
Vexallus,"An arcane elemental of unimaginable power, Vexallus was summoned to the Magister's Terrace by a trio of blood elves who were slain by the force of his arrival. The magical energy in the surrounding crystals resonates within Vexallus, and his being is in a constant state of explosive chaotic flux.",0.8347,0.264344,531,249,0,2,5082,349,0,0,-1
Priestess Delrissa,"Delrissa is a shivarra priestess acting under the demon lord Kil'jaeden. It is Delrissa who revived Kael'thas Sunstrider after he was heavily wounded in an attack on Tempest Keep, and she has stayed in the blood elf lord's presence ever since. The priestess has a militant circle of loyal acolytes who serve her and will defend her at all cost.",0.397541,0.557377,532,249,0,3,5090,348,0,0,-1
Kael'thas Sunstrider,"Once a true champion to the blood elf people, and a defender of the race's ancient heritage, Kael'thas Sunstrider has fallen prey to the dark influences of the demon Kil'jaeden while sojourning in Outland. At the bidding of his new master, the wayward prince returned to Azeroth and seized the Sunwell, hoping to use the fount as a means to open a doorway for the demon to this new and verdant world. Kael'thas is a brilliant tactician, a powerful warrior, and his veins burn with limitless fel magic.",0.0860656,0.502049,533,249,0,4,5166,348,0,0,-1
Pandemonius,"This infamous Void Lord is also known as the Duke of Chaos, the Eater of Nations, and Worldslayer. Pandemonius was one of the commanders serving under Dimensius when the ethereal homeworld of K'aresh was destroyed. He was later bound by Nexus-Prince Shaffar and forced to continue sating his unending hunger in service to the ethereals.",0.479508,0.297131,534,250,0,1,5188,272,0,0,-1
Tavarok,"Under the command of Kael'thas Sunstrider, Pathaleon the Calculator summoned a powerful colossus to gather the arcane energies flowing from beneath the Mana Tombs. Tavarok has unexpectedly been transformed by the unique emanations, losing the red-tinged corruption of Pathaleon's influence. The white colossus has gained his own free will and uses it to greedily consume all who would stand in his way.",0.609289,0.741804,535,250,0,2,5191,272,0,0,-1
Yor,"A ""gift"" from Illidan Stormrage to accompany Nexus-Prince Shaffar, Yor is a void hound of unlimited savagery and power.  The prince's advisors warned him that Illidan's demonic gift was most likely a ruse set to betray Shaffar once he had met his goals. The prince fed those advisors to Yor... but has since kept the hound in a stasis chamber, just in case.",0.356557,0.608607,536,250,0,3,5194,272,0,2,2
Nexus-Prince Shaffar,"Convinced that vast riches lay within the depths of the Mana Tombs, Nexus-Prince Shaffar has spent untold amounts of his own considerable fortune to move an army into the shadowed halls of this crumbling ruin, and to keep competing ethereals out. The prince's greed knows no bounds, and he has vowed to uncover the mysteries of the Mana Tombs or die trying.",0.32377,0.491803,537,250,0,4,5196,272,0,0,-1
Lieutenant Drake,"Lieutenant Drake was an ambitious military man, with his eyes set upon the glory of command during the Second War. His ambition was only matched by his hatred for the green-skinned orcs who had slain so many of his companions, a hatred which took form in his cruel treatment of the prisoners in the internment camps of Durnholde Keep.",0.754098,0.661885,538,251,0,1,5205,274,0,0,-1
Captain Skarloc,"Fiercely loyal to Aedelas Blackmoore, Captain Skarloc rose through the ranks of the Durnholde military alongside his friend Aliden Perenolde.  When Aliden decided to take up operations in the Alterac Mountains, Skarloc stayed with his Lord and mentor. He became Aedelas's most trusted comrade and advisor, earning the title ""Blackmoore's Spear.""",0.691257,0.696721,539,251,0,2,5210,274,0,0,-1
Epoch Hunter,"The mysteriously-named Epoch Hunter is an assassin from the infinite dragonflight sent to alter the course of history by killing Thrall before he can escape from Durnholde. The shadowy drake has slain countless beings in service of his cause, but this will be his most important kill. He will summon every ounce of his strength, power, subtlety, and cunning to bring about the end of this timeline.",0.508197,0.319672,540,251,0,3,5225,274,0,0,-1
Darkweaver Syth,"Darkweaver Syth is charged by the Talon King Ikiss to defend the Sethekk Halls while the renegade arakkoa search for their enigmatic god. A master of shadowy magic, this wizened trickster has learned how to bend the very elements to his sway.",0.487705,0.680328,541,252,0,1,5230,258,0,0,-1
Anzu,"A mysterious avian deity worshipped by some of the more savage arrakoa, Anzu is a being whose origins and powers are unlike any other member of Outland's fallen pantheon. The Naaru are silent regarding this malevolent creature, for Anzu's ways are hidden from even them.",0.326503,0.545082,542,252,0,2,5248,259,0,2,2
Talon King Ikiss,"Talon King Ikiss was the charismatic spiritual leader of the daring group of arrakoa which left their home in the Terokkar forest in search of a ""promised god."" He had received dreams of this god as he slept, and knew that revelation lay within the crumbling halls of Auchindoun. Ikiss was driven insane by the visions, and now declares himself to be Terokk reborn, a divine hero from arakkoa myth.",0.326503,0.276639,543,252,0,3,5256,259,0,0,-1
Ambassador Hellmaw,"A powerful demonic servant and acolyte of pain, Ambassador Hellmaw is dedicated to the art of death. He loves nothing more than the taste of a mortal's lifeblood tinged with horror and despair.  Hellmaw is bound by the fel orcs of the Shadow Labyrinth and fed a constant stream of prisoners, bolstering the demon to serve the black will of his masters.",0.218579,0.395492,544,253,0,1,5261,260,0,0,-1
Blackheart the Inciter,"When the orcish Horde first invaded Azeroth through the Dark Portal, two Shadow Council members instead turned their attentions to the ancient draenei burial grounds of Auchindoun. The unquiet spirits in the area proved to be excellent subjects for the warlock Blackheart to perfect his mind control abilities.",0.26776,0.704918,545,253,0,2,5263,260,0,0,-1
Grandmaster Vorpil,"In the early days of the Horde, Grandmaster Vorpil convinced the orc warlock Gul'dan to allow him to investigate the mysteries of Auchindoun, secretly desiring to harness the energy of the frighteningly powerful cosmic essences that permeated the area.",0.531421,0.540983,546,253,0,3,5266,260,0,0,-1
Murmur,"""In the beginning""... ""So far away""... such phrases cannot begin to describe this elemental's origin. Its existence heralds pure destruction. Worlds shatter and the pieces scatter at its whim. Only the truly mad would think to summon it. Perhaps there is yet time to banish Murmur before it fully enters Outland.",0.808743,0.391393,547,253,0,4,5272,260,0,0,-1
Zereketh the Unbound,"Most creatures from the Twisting Nether require constant directions from their masters, but a select few voidwraiths need no such orders. Zereketh stands at the entrance to Arcatraz, ready to slay all who would dare challenge him.",0.592896,0.243853,548,254,0,1,5279,269,0,0,-1
Dalliah the Doomsayer,"Before she was imprisoned by the naaru, Dalliah was one of the most vicious and aggressive warriors within the Burning Legion. Spending so much time as a cellmate to Wrath-Scryer Soccothrates did not improve her disposition either.",0.363388,0.782787,549,254,0,2,5283,270,0,0,-1
Wrath-Scryer Soccothrates,"Millennia ago, Soccothrates held a position of honor among the Wrathguards, standing at the side of the Burning Legion's top commanders. Confinement did not suit his considerable ego. Neither did his cellmate.",0.199454,0.786885,550,254,0,3,5291,270,0,0,-1
Harbinger Skyriss,"The naaru believed the persuasive voice of Harbinger Skyriss was silenced when they contained him and forced him into a long, dreamless sleep. The unfortunate warden of Arcatraz learned the naaru were wrong. Skyriss had just enough energy to speak to Warden Mellichar in a still, small voice. Time took care of the rest.",0.61612,0.307377,551,254,0,4,5298,271,0,0,-1
Chrono Lord Deja,"The Infinite Dragonflight tempted many drakonid with promises of power, but most found only servitude and despair. One of the few exceptions is Chrono Lord Deja, who gained influence within the flight through his raw power and cunning.",0.45082,0.620901,552,255,0,1,5336,273,0,0,-1
Temporus,"Although relatively young, Temporus was instrumental in identifying many of the Infinite Dragonflight's prime targets.  As a reward, he was given the responsibility of destroying anyone who might attempt to interfere with the dragonflight's plans.",0.54918,0.618853,553,255,0,2,5340,273,0,0,-1
Aeonus,"Powerful and wild, Aeonus was tasked by the Master of the Infinite Dragonflight to personally oversee the disruption of key moments in the true timeway.",0.480874,0.745902,554,255,0,3,5344,273,0,0,-1
The Maker,"All creatures who use the power of fel magic, willingly or otherwise, slowly take on the appearance of demons. The Maker accelerates their corruption and performs cruel experiments on any who attempt to resist.",0.386612,0.418033,555,256,0,1,5356,261,0,0,-1
Broggok,"Some creatures occasionally have second thoughts about their allegiance to their new, corrupt masters. Broggok ensures that any subversive notions among the fel orcs are permanently eradicated.",0.43306,0.219262,556,256,0,2,5367,261,0,0,-1
Keli'dan the Breaker,"When Illidan overthrew the pit lord Magtheridon and took control of Outland, he had the demonic leader imprisoned beneath the Hellfire Citadel. Only the most stalwart among Illidan's forces could ever hope to keep him contained; the ruthless orc, Keli'dan, was the only possible choice.",0.583333,0.411885,557,256,0,3,5382,261,0,0,-1
Commander Sarannis,"When the fallen blood elf leader, Kael'thas, seized control of the Tempest Keep, he immediately ordered Commander Sarannis to prepare defenses against whomever the naaru might send to reclaim the keep.",0.442623,0.233607,558,257,0,1,5401,266,0,0,-1
High Botanist Freywinn,"Mere minutes after entering the Botanica, Freywinn began conducting reckless experiments in order to unlock the power hidden among the native plant life of Outland.",0.241803,0.227459,559,257,0,2,5418,266,0,0,-1
Thorngrin the Tender,"Experiments require resources. Thorngrin the Tender makes sure that Kael'thas's botanists have the power and essence they need to reveal the naaru's secrets, even if that means untold numbers of living creatures must be sacrificed to obtain it.",0.0737704,0.481557,560,257,0,3,5460,266,0,0,-1
Laj,"The naaru gathered samples of unusual wildlife from across Outland. Their safeguards were destroyed when the Botanica was invaded, leaving some of the most dangerous specimens free to roam.",0.340164,0.862706,561,257,0,4,5463,266,0,0,-1
Warp Splinter,"The night elves of Darnassus have asked for help in restoring an Ancient of the Arcane, who found itself trapped in Tempest Keep. Frightened by the recent attack by Kael'thas Sunstrider's forces, the Warp Splinter is unable to differentiate friend from foe and is liable to attack any who disturb it.",0.342896,0.368853,562,257,0,5,5476,266,0,0,-1
Mechano-Lord Capacitus,It takes a tremendous amount of skill and precision to harvest the power of the naaru's manacells. These talents can easily be turned upon any intruders.,0.513661,0.315574,563,258,0,1,5479,267,0,0,-1
Nethermancer Sepethrea,"Thanks to her skills at quickly summoning creatures to destroy any enemies, Sepethrea was chosen as an apprentice to Pathaleon the Calculator, the blood elf in charge of the Mechanar.",0.478142,0.202869,564,258,0,2,5484,268,0,0,-1
Pathaleon the Calculator,"Following the Sunwell's defilement, the vainglorious arcanist Pathaleon saw an opportunity to gain renown by aiding Kael'thas in finding a cure for his race's addiction to magic. This single-minded quest led him to join the blood elf prince on Outland and oversee his disastrous experiments. Most recently, Pathaleon has begun harnessing the Tempest Keep's otherworldly technologies in pursuit of fame and power.",0.271858,0.610656,565,258,0,3,5489,268,0,0,-1
Grand Warlock Nethekurse,"Nethekurse, once a shaman of the Shadowmoon clan, abandoned his reverence for the elements to master the art of wielding fel magic. The demonic energies at his command have left him a husk who finds delight only in torturing young fel orcs to test the limits of their mental and physical strength.",0.333333,0.620902,566,259,0,1,5497,246,0,0,-1
Warbringer O'mrogg,"The ruthless and cunning ogre O'mrogg is considered one of the Fel Horde's deadliest members. But this feared brute has a problem. The ogre's two heads have always struggled to agree on even the simplest matters. Two years ago, O'mrogg began a twelve-step plan to develop a synergy between his warring personalities. His heads have yet to decide on which step to start with.",0.54235,0.342213,568,259,0,3,5893,246,0,0,-1
Warchief Kargath Bladefist,"Chieftain of the Shattered Hand clan and warchief of the Fel Horde, Kargath is one of the greatest orcish heroes in recent memory. Over the years, he has severed both of his hands and replaced them with weapons of war, a bloody ritual unique to his clan. The joy he derives from inflicting pain on both others and himself is legendary among the orcs. As the Fel Horde's tyrannical ruler, he has channeled his ruthlessness and ferocity into forging an unstoppable army within the iron walls of Hellfire Citadel.",0.673497,0.545082,569,259,0,4,5898,246,0,0,-1
Mennu the Betrayer,"Mennu is one of the Broken, draenei twisted and deformed by demonic energies unleashed by the orcs. When the naga invaded Zangarmarsh, many of these tragic beings desperately attempted to escape the region. Mennu, however, chose a different path to freedom. In exchange for his own life, he betrayed his fellow Broken to the serpentine invaders and agreed to lord over his kin as a slave driver.",0.490437,0.270492,570,260,0,1,5902,265,0,0,-1
Rokmar the Crackler,"Following Draenor's destruction, Rokmar fled into the depths of Zangarmarsh. The energies that had torn the world apart enveloped the behemoth, bolstering its strength and size at the price of constant agony. The naga were awed by Rokmar's ferocity when they first arrived in the region. Rather than kill the beast, they enslaved it and used the creature to subjugate much of Zangarmarsh's indigenous life.",0.580601,0.405738,571,260,0,2,5907,265,0,0,-1
Quagmirran,"Quagmirran was once a ruler of Zangarmarsh's immense fungal giants. He was captured by the naga while wandering the region's serpentine caverns and subjected to excruciating torture. Now this broken being serves his overlords without question, silencing all who oppose the will of Lady Vashj.",0.821038,0.768442,572,260,0,3,5977,265,0,0,-1
Hydromancer Thespia,"At the height of the night elf empire, the Highborne Thespia delighted in art and music. Her love of these things vanished during the Great Sundering, when she and many of her kin were sucked into Azeroth's deeps and transformed into hateful naga. In the millennia that followed, Thespia remained a close confidant of her childhood friend, Lady Vashj. Without hesitation, she journeyed with her comrade to Zangarmarsh and vowed to oversee the naga's quest to drain the region's water supply.",0.54235,0.137295,573,261,0,1,5982,263,0,0,-1
Mekgineer Steamrigger,"The irradiation of Gnomeregan transformed many of the city's survivors into leper gnomes. Among these victims was the brilliant Mekgineer Steamrigger. Although he escaped Gnomeregan and retained his intellect, whatever ethics and compassion he had once possessed were gone. He wandered Azeroth, selling his knowledge to a number of unscrupulous groups such as the Bloodsail Buccaneers. Recently, the naga hired Steamrigger to operate the intricate machinery in Zangarmarsh's Steamvault.",0.34153,0.819672,574,261,0,2,5996,263,0,0,-1
Warlord Kalithresh,"Deep within the Steamvault, the naga have begun experimenting with a mysterious substance to strengthen their warriors and purge them of fear. Kalithresh was one of Lady Vashj's first servants to volunteer as a test subject for this dark elixir. As reward, he has been charged with guarding the expansive Steamvault and ensuring the region's arcane machinery operates without interruption.",0.759563,0.436475,575,261,0,3,6001,263,0,0,-1
Hungarfen,"Unlike his ally, Quagmirran, the great fungal giant Hungarfen has thus far eluded enslavement by the naga. Nonetheless, he remains aggressive to all outsiders who tread into the deepest caverns of Zangarmarsh. Oblivious to the naga's machinations in other parts of the region, Hungarfen spends much of his time tending the Underspore, an ancient plant said to be his most prized possession.",0.693989,0.89959,576,262,0,1,6006,262,0,0,-1
Ghaz'an,"Historians have long disagreed about whether the immense hydras of Azeroth and Outland share a common ancestor. What is clear, however, is that these ruthless creatures have existed on both realms since ancient times. Ghaz'an is one of the most infamous and fearsome hydras on Outland. Under the control of Lady Vashj, this ravenous fiend has stormed the lower reaches of Zangarmarsh to terrorize the region's denizens.",0.786885,0.288935,577,262,0,2,6009,262,0,0,-1
Swamplord Musel'ek,"To be one of the Broken is to be an outcast. This truth weighs heavy on Swamplord Musel'ek. Although he is a member of the Murkblood Broken, he prefers to roam the caverns beneath Zangarmarsh alone. During one of these recent wanderings, he used his mastery over beasts to enthrall Windcaller Claw, a druid who had been exploring the area in the form of a ferocious bear. Musel'ek has forced Claw to act as a loyal companion who will not judge him for the twisted being he has become.",0.4153,0.241803,578,262,0,3,6013,262,0,0,-1
The Black Stalker,"The marsh walkers of Outland are towering creatures that prowl the wilds, feasting on any lesser creatures they come across. The sporelings of Zangarmarsh tell tales concerning one of these predators, a particularly ruthless beast known as the Black Stalker. Broodmother to all marsh walkers, it is said she emerges from her lair deep in the Underbog only to satisfy her hunger for delicious sporelings.",0.247268,0.456967,579,262,0,4,6036,262,0,0,-1
